programme,track,wassce_biology,wassce_business_management,wassce_chemistry,wassce_core_maths,wassce_economics,wassce_elective_maths,wassce_english,wassce_financial_accounting,wassce_government,wassce_history,wassce_integrated_science,wassce_literature,wassce_physics,wassce_social_studies,trait_analytical,trait_creative,trait_social,trait_practical,trait_leadership,trait_empathy,logic_accuracy,quant_accuracy,verbal_accuracy,scientific_accuracy,xp,streak_days
agriculture,Science,2,3,3,6,5,4,3,1,5,5,4,3,3,4,59.106592663374855,51.91592017607282,50.86443138368183,94.66758832116484,53.69575140392247,58.28795380160681,31.58582904431193,45.6965539686953,52.46837067611354,73.8685280782144,1175,11
public-administration,Business,2,5,4,6,2,6,3,3,2,4,4,5,5,5,64.83526631952495,28.250599106938736,74.23214624524766,51.76064663715843,61.23949128962175,61.69235315991344,42.893223041281324,28.844044697625353,47.98606869585368,54.45580912118309,1143,12
accounting,Business,5,4,2,3,1,2,2,2,5,5,5,6,2,3,61.91808421673447,36.3193041038959,33.069182162008474,60.108196681560706,42.834025680725446,33.82570688090752,45.32647372431558,63.56270914227419,59.774230473028034,65.66539275425608,745,9
education,Arts,5,4,3,2,3,3,2,3,3,3,6,1,4,4,44.69442596076851,60.95252397447461,87.69594366406716,55.964914825578326,78.84462884819838,58.22312381904661,38.109345677962494,73.23933357000125,71.98671546100573,53.73242147836086,1063,2
pharmacy,Science,2,5,1,5,4,2,3,3,5,4,3,5,4,3,78.47954919439152,45.169167907640805,51.357367372273785,71.65600596152746,45.36725028264484,49.3420141596261,47.62765188858001,78.8589887375346,38.12263398716667,65.5995551331597,302,3
banking-finance,Business,4,4,3,1,2,2,3,3,4,2,3,4,3,3,82.69752284223486,59.30303102733281,50.11811937963625,54.971941475082254,51.879641227690115,47.43401055041514,74.59670576792881,84.23537768417431,67.73897269590452,58.890526015112,752,25
psychology,Arts,4,2,5,3,5,5,1,4,3,5,5,4,5,4,76.47967554188224,77.42740723589768,89.15070754168089,42.0620612680809,54.325305497689186,92.56043759398258,53.387985093127746,67.61730176042748,69.49305445264807,68.18314928850627,756,5
pharmacy,Science,1,5,2,2,5,5,4,4,4,5,3,4,3,3,81.27455504839072,35.590331082566976,52.574478359816965,78.63784945649955,57.72533133986626,51.512299094520216,52.944811803160505,45.13424943879965,37.97662151412147,72.12581496531905,663,16
agriculture,Science,2,3,4,4,3,5,4,4,4,4,4,4,4,2,65.27182540631927,41.26344721613266,57.77946609645246,89.8167506227572,46.523357888439904,60.22988191077335,49.274645997852204,49.36350786028855,44.647803949121396,75.54999331981416,549,11
banking-finance,Business,5,3,4,1,2,1,1,2,2,5,5,4,5,4,97.9924115907787,30.437821478867892,31.351181905688783,54.20088255893498,82.07963193410738,40.34968305940418,74.8736199670866,92.22969167243359,73.856563003394,66.21279196591784,1517,13
economics,Business,5,5,3,1,2,2,3,2,5,4,4,4,4,3,82.5811446836089,35.35796821681703,71.80529561043201,59.1187072884359,50.31531076028299,55.36296002260842,64.07771945031395,78.00187187643604,59.25093120281396,46.51443505390174,712,10
marketing,Business,4,2,4,4,3,4,3,5,4,4,2,3,4,4,49.443785403897614,83.5114397704581,79.31491955491691,35.8551072986457,76.12643835357413,73.69394496878013,34.61455191997643,55.588483990442015,46.462250688861076,40.536830575352,518,18
computer-science,Science,3,3,4,2,3,3,2,4,4,4,5,5,2,5,93.49680819551018,74.74536609460077,34.081207273072025,68.1295922671782,54.35714645713993,39.54692506056287,81.77416860865017,72.78774208270595,66.5937561978421,53.37021381869942,408,12
medicine-surgery,Science,2,3,1,2,5,3,2,4,5,5,4,2,2,4,82.86009233152778,37.6244485477919,76.40901118408613,70.13619418314993,50.79502652187874,80.4177216125832,79.35838739749853,74.38704160987754,68.41254215407362,71.52533194175102,668,11
medicine-surgery,Science,2,4,1,2,3,4,3,3,4,5,4,4,3,3,79.77308470061269,34.60155899614273,46.2989902997572,68.48015735205205,47.36604936733016,84.88329486670831,67.556779345352,74.53866019355952,52.668546070774205,84.5856520659886,918,13
medicine-surgery,Science,3,3,3,2,3,4,4,5,4,3,4,4,3,5,63.07758398471577,49.58675255423911,63.20909039132632,70.37108136028067,62.48943014260659,96.98729005276601,58.111135700726045,50.36757487144479,46.94845476933047,60.33510405255702,303,12
pharmacy,Science,3,2,1,2,4,3,1,3,5,3,4,6,2,4,90.63811676625507,50.15720186979243,41.68423642956319,67.86647552298501,48.02363976251985,79.29017457383293,61.726973113997964,66.67871948036237,73.38803574516652,84.64870084866354,999,10
journalism,Arts,4,5,4,4,3,6,2,5,3,3,3,1,5,4,57.06428122986618,67.5094624779959,75.96935822206376,55.623020011349844,77.40143770841436,58.78725986227448,45.154006921837535,39.18305570742607,65.03766097497737,67.9349565303864,612,20
economics,Business,4,4,5,2,1,3,4,4,1,4,4,4,5,4,91.77807417327182,37.320381922450075,64.98180630176492,57.78944191772826,65.42526590514841,39.937052337068636,77.64728754658442,79.02911713013827,44.06189995611971,72.95590529856791,854,26
economics,Business,3,6,2,2,1,3,3,2,4,3,4,4,3,4,88.91224163406733,30.036936087240328,33.41731236956002,53.10956452149571,65.31920551119534,42.302167619612334,71.36551586978668,82.86418253270938,58.98393031289817,85.6122980615448,1623,5
public-administration,Business,2,4,4,3,3,4,2,4,2,4,4,4,5,4,76.1671055064539,30.804937677649388,63.636362435345134,53.046290340183425,84.04288462264796,51.35040505916587,67.58231596384636,74.38291557945259,53.63815383280416,72.2485370337857,206,21
marketing,Business,5,1,4,3,2,6,2,5,4,5,3,4,4,5,56.85248786036074,59.11916830352504,71.89870345276438,34.873377506206,79.34050294112168,68.05007483656276,37.27304846649141,33.23241922313156,70.05493958750544,45.51956161865254,793,14
engineering-civil,Science,4,4,3,2,3,2,4,4,5,4,5,4,1,5,68.65853752492228,57.82779744288383,36.157771499530206,80.51874250295288,56.71988749926205,27.90711809182006,64.6769168754838,75.43608056596047,44.12720787727918,78.80299781784723,845,18
journalism,Arts,5,5,4,3,4,5,2,1,3,4,4,2,5,4,67.71301116217684,67.32523076893887,84.42755328961064,43.42997687227915,51.74561847811219,68.03793867648965,59.339456777672886,58.52453720732647,71.75435987172311,42.746523293610686,414,14
electrical-engineering,Science,4,4,5,2,4,2,3,6,3,3,3,5,2,4,76.3612362504522,63.84890500602604,38.61687715338859,100.0,49.39850649218443,35.115353224336,66.83243936717813,71.52935657509788,56.61662773073313,53.4339441207489,896,18
economics,Business,5,4,5,2,3,3,2,3,5,3,3,3,4,4,70.64329371704761,41.49358227698678,49.043810832834076,61.82240170076993,80.12979079132458,39.56450340414233,52.248602687593916,71.80245376218608,60.87313984196114,56.771986084862306,547,11
accounting,Business,4,5,4,4,3,3,3,1,3,3,2,3,5,4,76.23476144654903,33.98479822140021,20.465954742706256,67.82097716462424,57.77492263147483,28.788840529106196,46.441464513285965,64.43542801109623,62.031055604145,62.439465689146054,398,28
economics,Business,4,3,3,1,2,3,2,2,4,4,4,4,4,4,83.18348871376429,50.70243727037122,72.28459500705877,51.79653151707193,59.93427752028639,37.55861365690068,58.8283699490158,75.25652471159141,66.16989872672328,59.091284949787756,1014,14
engineering-civil,Science,3,4,3,2,5,1,3,4,4,4,4,4,2,3,100.0,62.63070380153759,28.7251459682999,86.85229330936416,62.726835180321316,31.506308944802903,68.03884761938635,81.68748846720882,61.86288431507192,63.46306821945302,450,18
electrical-engineering,Science,3,4,2,2,3,1,3,4,3,2,4,4,1,3,85.12762478653525,54.804717605257686,35.97758881324304,100.0,57.047745026050286,28.927169103259587,78.47004244204014,87.41482318443568,56.32248555723276,88.40919781444875,641,16
psychology,Arts,4,4,4,2,2,6,2,4,3,3,4,2,3,2,49.02342607771166,65.2128776393746,70.13118038789969,45.3489211180288,59.56647389845214,90.16579685207458,33.37317534028726,37.118868579763635,62.20961259568202,60.33830191976654,1158,20
nursing,Science,2,4,3,1,2,5,2,3,3,4,3,4,3,2,74.24380163221323,38.98189911288976,71.66249138761884,74.78638278318391,64.64900369075235,95.91530045528725,61.29640506919268,45.17921890652904,60.70171214401457,72.99073181763622,622,13
pharmacy,Science,1,4,1,3,4,4,3,4,3,4,5,4,2,4,74.47994347185983,55.25119109882269,58.16475714194207,75.14600233547215,35.67275026310971,67.3898944703664,51.09713253637459,53.42401020572365,62.23115552437722,82.94256480949312,148,13
pharmacy,Science,1,4,1,1,3,4,1,3,2,4,6,4,3,5,80.21306557810574,37.85008229810661,64.26645924145004,79.71887150511806,47.886257615664526,58.612198474325346,56.08801515123636,67.12998019747445,64.87831550058793,88.91394270827982,553,23
marketing,Business,4,1,4,3,3,4,2,4,4,3,3,4,4,3,70.91315482982037,88.13494937269596,78.74423634615206,37.777446841840074,67.72186786286753,56.6814558892584,64.2558373647644,65.80881474992316,70.40754598255032,64.19719093605984,1002,15
journalism,Arts,5,5,3,4,4,4,1,5,3,2,4,1,4,3,41.46005764005587,85.1972449603391,69.66037987731377,42.67336506945337,56.73922814241773,63.76715681773214,41.50176978945075,64.83057647050244,64.24351138734062,55.45066995387875,111,21
medicine-surgery,Science,1,6,1,3,5,4,2,3,5,4,3,4,1,4,81.07105864872193,38.57570510738732,60.08451319080065,85.34983201139458,57.957647997148534,81.40373040216387,57.88452821981118,63.599851637736926,51.944231560086564,87.73904079828367,855,4
marketing,Business,5,1,3,4,1,5,2,4,3,4,5,4,4,5,49.43952549165834,67.38260909452309,70.41289403692421,50.83432749437875,73.88778386997619,70.61663173081091,37.527404993968446,33.44200703752732,47.154503368652016,75.27555792231111,821,13
accounting,Business,4,3,3,4,3,2,2,1,4,6,4,3,4,4,67.19453422412629,34.021655344526145,52.089159522715704,66.38671283250763,37.029348481503206,24.7112956242985,46.576579298768245,73.61822497200498,61.79057072354455,50.48529958831406,1233,18
economics,Business,2,3,5,2,3,2,2,2,4,4,4,5,4,5,69.11925338857387,66.88112232862922,46.26729538244631,57.07184023274026,68.66272911946513,30.026432696245646,67.36186741475936,82.04187609036468,60.17106845735971,52.625374223117014,804,14
education,Arts,5,5,4,4,2,4,3,5,3,4,5,2,4,5,50.513644471436365,75.31290177916594,68.91273865707711,58.16106450424386,72.35446813605057,76.86553010538897,39.69642757452419,53.244078522687275,66.55856845811458,47.155309361208076,442,19
agriculture,Science,3,5,5,5,3,4,3,4,3,4,4,4,3,3,81.11845935480567,48.251607530414994,41.75930830400114,89.61783459702876,71.89186077806087,56.20462359645895,37.01268672517457,81.19202537485668,39.85634966375998,62.687442243427036,447,8
journalism,Arts,4,2,4,6,3,3,1,4,2,2,5,2,3,3,56.364919940057256,70.35028341912333,86.78661982696788,59.680465286160626,59.401773187716856,52.863836325607586,53.819287948602614,62.35174615185451,72.86880038389415,56.71205896504748,941,14
marketing,Business,4,4,5,4,3,3,4,3,3,4,3,5,5,4,54.5721442637473,73.19331122750157,63.699273562414795,30.87073103339933,62.573546604807106,51.07033617986147,52.10095712880217,69.90637878853602,51.111148494292024,65.14297876009567,561,13
journalism,Arts,4,5,4,5,3,3,2,2,4,3,4,1,6,5,53.80559228456502,81.34591729452379,78.53818639089728,46.347839778261054,53.260963114307046,64.21456975825821,63.885431180400445,62.496206084509595,60.38500840871575,41.21070130148971,773,8
nursing,Science,1,5,2,3,4,6,3,6,5,5,4,4,5,5,65.30993278184569,31.72065167212272,73.41223506193279,91.37661951603357,63.4591124873214,84.07137270720327,37.954894596083086,32.0789162502074,57.981735260265786,59.65717965805355,885,15
journalism,Arts,4,6,3,6,4,2,3,5,2,2,3,4,3,3,57.6791912435015,63.62106533238885,75.18451601555444,54.949691941604684,64.6421059481938,61.136300402606174,55.23604900520179,69.24607400710026,57.22823059152545,47.209266312573234,598,9
education,Arts,5,5,3,2,4,6,2,4,3,3,4,4,5,5,60.893799496663306,68.93948321805986,95.84405832974063,68.31043966788334,88.24803959595914,92.17341281407192,36.3413255361116,45.20725623377928,71.97137807548873,69.63049909085649,492,16
marketing,Business,3,2,4,4,1,5,3,3,6,4,4,4,4,6,55.63807092413749,74.32720200511737,100.0,41.92311234561038,53.94821852790945,52.59156293571149,32.8463355097259,31.72789045431188,56.9613203660784,53.62969355505379,957,15
medicine-surgery,Science,1,5,3,2,4,3,3,6,4,3,4,4,2,5,82.79464111670342,55.039366059713686,68.70902544778221,61.35912026021817,54.993079761506095,79.37158927212143,62.4055599454041,83.41663775465739,71.64706994512376,84.0312019385837,881,8
psychology,Arts,3,3,6,2,5,3,2,5,4,4,5,2,4,5,68.32099478139988,49.70656303626694,77.20957632436567,50.15656062547939,39.08155383071843,80.55684865992546,61.473207469193824,62.65105019994558,50.81684703645587,67.30284777075525,488,12
law,Arts,4,3,5,4,5,4,3,2,1,4,5,2,5,5,77.99767720433951,40.340955083748945,83.18190905072791,46.60678211538232,94.28431146739831,72.64241076901166,60.39264723931584,49.52914329981044,67.24837446636688,51.25410368127833,827,12
education,Arts,4,5,4,4,3,4,2,4,3,5,4,1,5,5,53.689895654466106,55.62784633138905,70.53074343943115,74.38048097086492,65.51844888660037,62.62248856518525,48.21686809351499,64.13735274717195,64.87704661310579,44.894220918777314,485,7
economics,Business,4,2,4,2,1,1,2,4,4,4,4,4,4,4,96.64911805425044,54.14590167819112,37.7790801224025,47.91741166892217,68.39285358993665,53.820797322157304,92.58023567777121,82.96376109127809,73.52954928128483,66.96382583313127,1135,21
economics,Business,3,4,5,1,1,1,3,3,3,4,4,3,4,2,98.49421696851955,40.15909284966285,39.00646493509689,25.402911516123172,70.29134941033392,40.58091552723642,80.93259419201219,96.60802740382074,59.919005740306254,68.60376965098412,795,13
computer-science,Science,5,4,5,2,4,4,4,6,3,6,4,4,1,4,77.1664604189736,69.08253828546991,23.384348667623083,87.97699837794804,50.515739628767285,52.79871575749576,49.149037957546696,71.57672604145853,36.89480832083136,64.81454193748642,575,10
journalism,Arts,4,3,3,4,4,5,2,5,1,3,5,2,3,5,49.687268180475186,72.22636438606278,89.86947760496808,45.06169365334236,54.7708766497139,59.43131474752895,31.285259691784006,41.771467667624115,75.74534836111204,52.86258415804787,942,15
law,Arts,3,3,4,3,5,5,3,4,3,4,4,2,5,4,73.63608222785358,43.72662578882548,51.3996148133697,40.70471616488479,72.90130672546573,44.24651376383172,55.19557431508131,38.11671851900193,60.19396428801003,61.95961919044024,623,12
electrical-engineering,Science,3,5,3,2,4,1,2,5,5,4,4,5,3,3,70.11238954565749,36.82784860403247,31.882739870448887,100.0,42.71554587858632,24.036721469906446,60.1209059878822,79.76863153882216,59.77575496811348,55.7933154672832,1054,13
law,Arts,3,6,5,4,4,3,1,4,2,1,6,1,4,4,72.32990460908165,46.42121888755791,74.97069574174739,39.85410089571886,88.0486634854107,57.272199370987764,64.29921646773685,66.88749434737285,71.1342642183587,55.76852592125833,1037,16
education,Arts,4,4,4,4,4,4,3,5,5,2,5,1,5,3,45.156688964277144,63.32225329015819,73.78500964577688,47.4164648999709,60.15183977501654,87.29625991918526,33.86522131079662,52.348098879075145,54.63520038171694,56.10613285991525,907,1
pharmacy,Science,1,4,1,3,6,4,2,4,3,5,4,3,2,4,89.31995393338487,28.49010091263029,66.13409341867171,74.08366448043097,35.69756614992903,55.323095734270225,77.39840798373012,50.50828409431427,52.342876534956886,91.91665485709483,862,10
computer-science,Science,5,5,4,1,4,2,1,5,6,4,4,5,4,5,70.64462486641207,61.84446311672481,40.00688251483219,65.05782703098069,62.827667450403645,46.29375172802632,55.0448713031362,74.07972481403662,66.37245953382786,54.63235990707427,718,20
banking-finance,Business,2,3,3,1,2,1,1,1,3,4,3,5,3,4,76.5497732008323,43.08884976037567,53.45720723982296,65.50696723399194,53.476298239951916,34.5063339156518,63.66775846417669,75.50158585708164,68.07768162419467,74.32835402613148,609,14
economics,Business,3,3,3,1,1,1,1,2,4,3,4,4,3,4,69.78873720614969,48.884495729322055,53.65800733093696,50.556654035094674,71.2481802630584,31.706509407633853,59.95151970337955,94.9381017140079,84.50302556374277,52.8891195129028,809,22
pharmacy,Science,2,5,1,3,4,3,2,3,5,5,5,4,3,4,84.07597055421634,44.75362583664202,40.95577834272619,67.09752854055762,34.71078375517958,71.07145007654009,77.77078610577706,51.96281074754586,73.9692420623017,78.41656215451714,1076,18
marketing,Business,5,2,3,3,3,4,3,3,3,3,4,4,2,3,35.03307955225601,73.82925146021961,96.97314734287224,33.13883618271164,77.03159745861329,88.4882512731232,47.8948448261868,51.824722953580896,66.63332593841578,37.05246144618247,311,12
public-administration,Business,5,3,4,4,2,4,2,4,2,3,5,5,5,3,65.99645766861991,30.88568437136548,75.96554746299833,40.92463302980086,92.77163337354786,67.83331469019842,60.97214327704907,65.36306825528796,56.51233918168378,53.89405935236656,1190,12
psychology,Arts,2,5,4,5,4,4,3,3,2,3,2,3,4,5,68.89086491234605,61.07142466627684,75.44600519159353,32.357518560149515,50.89760875219721,99.19168183308169,52.792376412303085,51.91268240141088,47.62214020206849,58.30056359629443,577,12
pharmacy,Science,1,4,2,4,5,5,2,3,4,5,5,5,1,5,83.3546262642964,24.559866548749874,62.23528846728806,76.69482576832964,48.81229298578051,69.99109150315361,60.11951607959393,39.888324465101796,56.267763151486704,69.56522651248179,901,21
journalism,Arts,3,4,3,4,5,4,2,5,3,2,5,3,6,4,47.481575266897224,70.15758808519915,73.98220113425181,45.11690406664869,68.47851856490425,78.06558440987344,38.606330702549805,52.936808916737135,65.69801718982828,45.16223058114805,887,14
electrical-engineering,Science,4,5,4,1,5,2,3,4,4,5,3,5,2,4,79.63241900142866,39.986322416574204,17.59085116243257,94.77399880359204,69.80886400421964,13.823846511641847,58.46278617327146,83.18914931344838,52.63216921394345,73.06507963862978,775,11
journalism,Arts,4,2,3,5,5,5,2,2,2,4,6,3,4,3,54.59368410041518,80.14807018230262,100.0,47.27791300122211,60.16681178880771,65.73495148143459,45.495712688309084,50.93025750857558,62.733314564316565,43.91714207312,1047,2
computer-science,Science,2,3,4,2,3,2,3,4,3,4,3,6,2,4,82.58363854512211,82.76950842838193,18.609331221044336,73.59432421899417,42.60710028123595,15.765998953579878,60.989208649656135,80.30235966027108,54.638755928427685,74.35160298929698,1237,16
pharmacy,Science,1,3,1,2,4,4,4,4,3,5,5,4,3,5,77.8892018632047,19.442910712225157,60.63474282972467,83.92251476974577,59.4108723037933,52.69241557047435,59.50392345849254,61.310236835464806,42.071642620075544,79.28560886525112,772,15
pharmacy,Science,3,3,1,2,3,3,3,4,4,4,4,5,3,3,79.09559853006385,58.835612633699455,43.39099441571612,81.50135695580283,56.57913229285114,36.3446578060574,65.3295794538998,73.14640480259753,54.62844091570106,68.55717107030142,644,12
accounting,Business,4,4,4,3,1,1,4,1,4,4,4,4,4,3,76.98173822150814,7.853037447152474,51.72237134863775,63.239123034403704,51.701040917371586,34.7657458426625,72.88937935372464,85.33414341570685,42.17642663134389,52.90424616555688,487,13
